step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud
185,CASH_OUT,7.35,C6826495362,5289.06,5281.71,M511196890,136.68,144.03,0,0
468,PAYMENT,5288.84,C1474766530,38.21,0.0,M244006773,91.06,5379.9,0,0
363,CASH_OUT,123.39,C3757817341,20.26,0.0,M817506128,2939.28,3062.67,0,0
283,CASH_OUT,23.27,C7585789585,144.45,121.18,M479527615,492.41,515.68,0,0
553,PAYMENT,3355.83,C7456835743,1365.76,0.0,M581066299,66.35,3422.18,0,0
336,CASH_IN,146.81,C8347026589,40459.96,40313.15,C9218797849,4598.3,4745.11,0,0
162,CASH_IN,75438.3,C8323056130,201.01,0.0,C3833625120,407.33,75845.63,0,0
160,PAYMENT,104.95,C4862650465,22.71,0.0,M140167995,13.09,118.04,0,0
474,CASH_IN,232.13,C8833691004,2246.7,2014.57,C2757385897,78.03,310.16,0,0
601,PAYMENT,57.23,C9776165433,337.28,280.05,M675857409,115.25,172.48,0,0
322,TRANSFER,544.46,C8167730660,1435.16,890.7,C9683876018,57291.38,57835.84,0,0
12,CASH_OUT,1986.5,C4734157496,725.02,0.0,M435014590,263.37,2249.87,0,0
424,PAYMENT,12.67,C4908382314,555.35,542.68,M804297347,16.57,29.24,0,0
73,PAYMENT,1497.57,C3606308177,14185.28,12687.71,M897015943,281.37,1778.94,0,0
588,CASH_OUT,178.16,C8578992582,4764.48,4586.32,M685137198,2304.34,2482.5,0,0
201,CASH_IN,72.11,C9741598018,1869.01,1796.9,C3834450151,336.76,408.87,0,0
522,CASH_OUT,24.47,C3240225976,5.01,0.0,M194973097,6146.02,6170.49,0,0
505,PAYMENT,2856.2,C4619919915,580.36,0.0,M346023296,2698.22,5554.42,0,0
738,PAYMENT,715.78,C1706275161,9475.74,8759.96,M927357144,2236.96,2952.74,0,0
688,CASH_OUT,125.94,C9088468612,95.69,0.0,M492910980,2213.6,2339.54,0,0
39,PAYMENT,1917.77,C4652811484,616.67,0.0,M351154543,9946.62,11864.39,0,0
60,PAYMENT,1164.04,C5696175056,953.58,0.0,M375390157,,7157.44,0,0
578,CASH_IN,2288.6,C8636825821,1922.44,0.0,C9580888136,,2314.81,0,0
321,CASH_IN,10734.28,C6230752224,391.7,0.0,C6531898337,27.12,10761.4,0,0
435,CASH_OUT,623.31,C2893810342,3093.91,2470.6,M256548112,1779.74,2403.05,0,0
636,PAYMENT,19240.09,C7388497879,2829.9,0.0,M257525602,43.4,19283.49,0,0
676,CASH_IN,7010.46,C3982997667,110.67,0.0,C6707662498,25.34,7035.8,0,0
408,CASH_OUT,1933.11,C6581321637,151.86,0.0,M227708261,3728.14,5661.25,0,0
386,PAYMENT,13.7,C3364686308,1677.64,1663.94,M432752754,140.22,153.92,0,0
671,CASH_IN,502.49,C7293736921,42431.97,41929.48,C6902414449,2440.64,2943.13,0,0
569,PAYMENT,660.27,C2806738034,13357.61,12697.34,M480897697,1817.69,2477.96,0,0
78,CASH_OUT,620.88,C4336000497,264.63,0.0,M721994355,435.17,1056.05,0,0
194,PAYMENT,323.88,C1133927987,146.42,0.0,M914408061,3572.38,3896.26,0,0
285,PAYMENT,1468.65,C2727979147,422.89,0.0,M582121970,1430.91,2899.56,0,0
527,DEBIT,1916.61,C4217774731,50752.82,48836.21,M784808567,3547.72,5464.33,0,0
524,CASH_OUT,14.23,C4364774948,1052.27,1038.04,M327566256,12.73,26.96,0,0
613,TRANSFER,6061.31,C1199241736,1725.84,0.0,C8356652901,271.13,6332.44,0,0
156,PAYMENT,21.05,C3348538610,139.31,118.26,M695597508,12.7,33.75,0,0
340,CASH_OUT,179.15,C6789314444,1161.64,982.49,M248632587,177.34,356.49,0,0
125,PAYMENT,68.36,C5071885429,24.55,0.0,M956836877,32.51,100.87,0,0
280,PAYMENT,95.25,C7717202237,34.23,0.0,M664978953,33.92,129.17,0,0
622,CASH_OUT,3544.19,C6102636189,1337.03,0.0,M690418333,454.95,3999.14,0,0
658,CASH_OUT,514.52,C1591575070,1949.75,1435.23,M653090506,22648.12,23162.64,0,0
728,CASH_IN,1580.03,C3818653625,385.2,0.0,C9827602880,934.47,2514.5,0,0
674,DEBIT,1428.0,C8132854473,2426.83,998.83,M471425980,774.67,2202.67,0,0
128,CASH_OUT,8.76,C6135486352,43.31,34.55,M656618676,11.55,20.31,0,0
314,CASH_OUT,132.23,C1013910351,459.27,327.04,M497734035,29035.07,29167.3,0,0
332,CASH_IN,1802.89,C2567882958,221.59,0.0,C5584470874,682.65,2485.54,0,0
150,PAYMENT,1500.68,C3314388284,880.94,0.0,M461501089,6494.26,7994.94,0,0
454,CASH_OUT,12.02,C1742732846,511.79,499.77,M841738857,135.64,147.66,0,0
36,TRANSFER,3165.46,C1207316686,315552.98,312387.52,C8672990231,2118.58,5284.04,0,0
685,CASH_OUT,1383.14,C6314764109,101.17,0.0,M379220222,11.78,1394.92,0,0
420,PAYMENT,58.82,C3555431672,1083.38,1024.56,M205586906,903.33,962.15,0,0
22,PAYMENT,913.48,C1027642999,1165157.01,1164243.53,M293453754,2528.02,3441.5,0,0
206,PAYMENT,255.13,C1493563393,5051.54,4796.41,M950121508,26620.18,26875.31,0,0
639,CASH_OUT,1079.15,C4535782841,993.68,0.0,M584303457,65511.91,66591.06,0,0
356,PAYMENT,11.02,C3191847895,8428.26,8417.24,M511258552,3130.79,3141.81,0,0
440,TRANSFER,199.3,C4650087190,5302.85,5103.55,C9142739691,20.84,220.14,0,0
729,PAYMENT,4278.83,C7236153406,69.43,0.0,M269660170,121.68,4400.51,0,0
96,PAYMENT,1185.17,C7133624864,22.81,0.0,M293156320,127.96,1313.13,0,0
164,CASH_OUT,1965.07,C9307612438,1396.45,0.0,M334698267,8458.09,10423.16,0,0
148,CASH_IN,252.88,C5448347609,330.82,77.94,C5353064071,392.08,644.96,0,0
530,TRANSFER,1247.24,C7380453314,322743.17,321495.93,C7023145189,841.06,2088.3,0,0
294,CASH_IN,291.15,C8156018303,17995.6,17704.45,C5290336368,64346.94,64638.09,0,0
195,PAYMENT,63.45,C4122972280,17979.01,17915.56,M109983648,303.43,366.88,0,0
663,TRANSFER,243.64,C3754552725,2.93,0.0,C6877566813,31.93,275.57,0,0
480,CASH_OUT,7391.46,C9171880864,250.89,0.0,M543652284,1516.0,8907.46,0,0
123,PAYMENT,3884.09,C3329204237,1068.6,0.0,M579824175,42.15,3926.24,0,0
400,PAYMENT,55.46,C9355131697,174.54,119.08,M305654522,59.4,114.86,0,0
699,PAYMENT,175.09,C7911948245,229.82,54.73,M655362048,382.21,557.3,0,0
452,CASH_IN,63.53,C6957765458,576.78,513.25,C4693381525,105109.04,105172.57,0,0
661,PAYMENT,577.7,C7908299011,1497.11,919.41,M536564857,182.91,760.61,0,0
104,CASH_OUT,2964.74,C8000527387,951220.67,948255.93,M915585373,1932.77,4897.51,0,0
462,CASH_OUT,23472.55,C7251719865,204.4,0.0,M943526196,227.24,23699.79,0,0
743,CASH_OUT,23.22,C3263332672,9082.77,9059.55,M199157161,611.47,634.69,0,0
718,PAYMENT,2245.53,C5482979169,42576.04,40330.51,M263587103,13010.01,15255.54,0,0
710,CASH_OUT,397.28,C3406404849,91.12,0.0,M363342053,2629.32,3026.6,0,0
396,CASH_OUT,193.59,C9874158783,167885.33,167691.74,M375297258,442.01,635.6,0,0
337,PAYMENT,62.14,C2873400214,1975.89,1913.75,M816745845,210.48,272.62,0,0
599,CASH_IN,14181.9,C5343910999,2.14,0.0,C9161728394,18251.63,32433.53,0,0
142,TRANSFER,15.52,C3481587270,23260.1,23244.58,C6458806407,32775.63,32791.15,0,0
317,TRANSFER,151.49,C2269210658,19.22,0.0,C5707000685,505.87,657.36,0,0
711,CASH_IN,841.0,C5973732252,41971.46,41130.46,C6472623345,3706.29,4547.29,0,0
558,CASH_OUT,998.82,C8184296641,12499.03,11500.21,M255246448,6358.1,7356.92,0,0
527,CASH_IN,4883.39,C1254821903,81.4,0.0,C2048491976,67.01,4950.4,0,0
556,PAYMENT,69.31,C1034969784,413.57,344.26,M465498643,264.5,333.81,0,0
401,CASH_IN,1406.38,C2135042765,6070.81,4664.43,C5289599868,2587.21,3993.59,0,0
681,PAYMENT,355.72,C1924464561,273.86,0.0,M521709417,840.93,1196.65,0,0
310,CASH_IN,437.22,C6252950134,84987.68,84550.46,C5766157854,87.2,524.42,0,0
495,PAYMENT,160.91,C2665443760,10793.84,10632.93,M456124508,91.63,252.54,0,0
556,CASH_OUT,557.65,C5066539638,26.13,0.0,M484698871,2996.02,3553.67,0,0
610,PAYMENT,303.45,C7686786439,707.3,403.85,M349184970,39.55,343.0,0,0
109,CASH_OUT,197.85,C9446923179,4021.22,3823.37,M503347969,162.97,360.82,0,0
372,TRANSFER,141.12,C6684334149,156.18,15.06,C3034445127,51.38,192.5,0,0
616,PAYMENT,849.79,C6839314608,16800.93,15951.14,M629713281,1518.54,2368.33,0,0
206,PAYMENT,28.17,C6742544987,5096.28,5068.11,M466244453,7420.43,7448.6,0,0
43,CASH_IN,274.6,C7889424044,6604.97,6330.37,C4657348545,0.79,275.39,0,0
245,PAYMENT,86.88,C3271209048,498.91,412.03,M115650503,29.74,116.62,0,0
287,CASH_OUT,315.51,C6859735390,85.89,0.0,M717040416,168.28,483.79,0,0
355,CASH_OUT,323.63,C7131708574,23015.67,22692.04,M593597143,3759.79,4083.42,0,0
476,PAYMENT,2284.05,C4403792487,89411.7,87127.65,M100387189,11.78,2295.83,0,0
83,CASH_IN,1507.23,C3616694779,14514.73,13007.5,C4743426533,2579.26,4086.49,0,0
110,CASH_IN,723.13,C6483512386,10177.38,9454.25,C4041215577,15849.48,16572.61,0,0
190,TRANSFER,569.9,C5445990020,1281.92,712.02,C8462504852,514.4,1084.3,0,0
251,CASH_OUT,275.41,C3558498636,186.56,0.0,M315289558,1092.3,1367.71,0,0
724,CASH_OUT,265.42,C4489016923,7002.62,6737.2,M963070051,355.69,621.11,0,0
291,CASH_OUT,12.23,C4720667800,228.73,216.5,M867089971,8.45,20.68,0,0
645,CASH_IN,1750.22,C6667431521,13424.34,11674.12,C9695177079,119.99,1870.21,0,0
201,CASH_OUT,687.49,C1149847780,2164.94,1477.45,M904498948,4190.09,4877.58,0,0
326,CASH_OUT,4450.4,C2838595725,27.33,0.0,M816256604,3301.44,7751.84,0,0
511,PAYMENT,133.07,C9550459593,1261.4,1128.33,M585793818,2314.9,2447.97,0,0
409,PAYMENT,5017.76,C2081010949,49.02,0.0,M983338779,276.24,5294.0,0,0
607,CASH_IN,274.89,C3941132021,33.9,0.0,C9461171051,2128.21,2403.1,0,0
508,PAYMENT,128.21,C1929830701,4.31,0.0,M250945541,464.59,592.8,0,0
731,PAYMENT,8874.07,C2388945535,37.67,0.0,M658459917,5.63,8879.7,0,0
601,PAYMENT,835.3,C1113850334,56.08,0.0,M852051474,44.22,879.52,0,0
72,CASH_IN,11407.36,C9204592637,26337.08,14929.72,C1078689527,83.52,11490.88,0,0
247,PAYMENT,567.35,C5791970025,4603.1,4035.75,M998318364,17.18,584.53,0,0
641,CASH_OUT,2028.08,C1616858982,162421.58,160393.5,M991115687,324.53,2352.61,0,0
724,CASH_OUT,3157.1,C5906645986,673.67,0.0,M907317750,2591.03,5748.13,0,0
608,CASH_OUT,229.81,C5073895260,43.06,0.0,M496726534,39858.68,40088.49,0,0
587,CASH_IN,806.04,C5347536287,1072.65,266.61,C8859248124,82.26,888.3,0,0
566,CASH_OUT,549.18,C6386069804,379.21,0.0,M693997381,86.28,635.46,0,0
344,CASH_IN,2131.64,C1666392469,3158.12,1026.48,C4602971212,4053.0,6184.64,0,0
54,CASH_OUT,47.91,C1963850041,31.19,0.0,M128676807,80.2,128.11,0,0
730,CASH_IN,1342.47,C4213934134,1235.49,0.0,C6038151300,6659.48,8001.95,0,0
528,CASH_IN,2542.57,C5579946194,31876.08,29333.51,C5161874384,429.17,2971.74,0,0
611,PAYMENT,102.95,C1943017610,33121.11,33018.16,M832248389,179.34,282.29,0,0
532,PAYMENT,69.21,C5385392528,21475.64,21406.43,M493911928,228.59,297.8,0,0
558,CASH_OUT,14.64,C9482732113,4349.96,4335.32,M729453748,32044.35,32058.99,0,0
193,PAYMENT,25769.21,C6391779660,11501.49,0.0,M973021508,344.94,26114.15,0,0
58,CASH_OUT,93.38,C4592890674,995.54,902.16,M171689066,16.87,110.25,0,0
437,PAYMENT,6876.78,C1642325775,3139.17,0.0,M964834221,39728.3,46605.08,0,0
111,CASH_IN,266.14,C5770304910,794.61,528.47,C9874305390,2887.27,3153.41,0,0
129,CASH_OUT,3627.92,C5305545485,279.45,0.0,M553257485,699.55,4327.47,0,0
706,CASH_IN,1289.33,C6610843339,2085.35,796.02,C4876491602,0.29,1289.62,0,0
326,PAYMENT,27019.04,C9033113321,77041.74,50022.7,M243469123,81.03,27100.07,0,0
8,PAYMENT,7270.91,C7775018393,2201.6,0.0,M554419239,334.07,7604.98,0,0
29,TRANSFER,617.82,C7386150509,3669.62,3051.8,C7575228409,15.03,632.85,0,0
112,PAYMENT,749.7,C6403814656,7656.93,6907.23,M267185340,122.67,872.37,0,0
673,PAYMENT,1569.07,C2905109959,2456.14,887.07,M696874795,30.55,1599.62,0,0
131,CASH_IN,86043.59,C4561941469,632.47,0.0,C6702303016,879.54,86923.13,0,0
188,TRANSFER,461.96,C7245721689,7725.1,7263.14,C6300712723,3256.14,3718.1,0,0
675,CASH_OUT,30.41,C2995077063,175.66,145.25,M587481934,2750.87,2781.28,0,0
709,PAYMENT,658.15,C8496707095,20779.09,20120.94,M262901019,2711.54,3369.69,0,0
475,PAYMENT,112.02,C1542046617,25599.05,25487.03,M160486731,76.98,189.0,0,0
364,CASH_OUT,615.57,C7576865290,974.33,358.76,M908415158,29815.3,30430.87,0,0
204,CASH_OUT,4033.16,C3190973963,209.53,0.0,M114159139,787.74,4820.9,0,0
212,CASH_OUT,1105.62,C5353985419,227702.9,226597.28,M920740837,2.96,1108.58,0,0
621,PAYMENT,123.17,C2050938090,189.76,66.59,M257556092,1650.33,1773.5,0,0
276,CASH_IN,268.87,C9375891325,524.88,256.01,C2495532326,52.57,321.44,0,0
73,CASH_IN,47.82,C6497205321,7.22,0.0,C6826533243,219.92,267.74,0,0
679,PAYMENT,5173.3,C1053247628,34138.75,28965.45,M176209021,780.58,5953.88,0,0
243,CASH_OUT,2082.3,C7773210686,30.29,0.0,M762428816,1095.63,3177.93,0,0
102,CASH_OUT,45.76,C7473318823,3711.31,3665.55,M917806343,5769.72,5815.48,0,0
685,PAYMENT,62445.0,C6152656620,2346.01,0.0,M790052965,662.16,63107.16,0,0
171,PAYMENT,261.41,C5678085124,902.19,640.78,M330515980,11122.36,11383.77,0,0
653,CASH_OUT,728.55,C5115118885,282.75,0.0,M350401223,144.44,872.99,0,0
188,PAYMENT,205.4,C9060281308,3299.76,3094.36,M897280055,5939.33,6144.73,0,0
441,CASH_IN,934.66,C4753174984,85549.08,84614.42,C2446979507,16.04,950.7,0,0
86,CASH_IN,486.92,C8687521739,582.78,95.86,C9841659724,15.6,502.52,0,0
476,CASH_IN,24.65,C3721245296,17.48,0.0,C1363948797,1396.81,1421.46,0,0
52,PAYMENT,4217.59,C9819410587,11.84,0.0,M434428568,19.33,4236.92,0,0
111,CASH_OUT,76.99,C8140064820,684.97,607.98,M194866506,3728.43,3805.42,0,0
43,CASH_OUT,2525.57,C8502995551,350.38,0.0,M139084604,1094.95,3620.52,0,0
211,CASH_IN,253.73,C4973380183,714.89,461.16,C2615014828,5122.48,5376.21,0,0
200,CASH_IN,457.9,C8678556774,2241.85,1783.95,C7853472284,2358.68,2816.58,0,0
627,PAYMENT,1058.1,C2584981339,327.32,0.0,M556724235,6693.6,7751.7,0,0
26,CASH_OUT,530.88,C6859066853,1088545.83,1088014.95,M247426343,5954.03,6484.91,0,0
299,PAYMENT,1785.84,C9452859142,2852.99,1067.15,M997220033,724.04,2509.88,0,0
77,CASH_OUT,97.87,C1332567671,10455.42,10357.55,M174847354,330.24,428.11,0,0
137,CASH_OUT,3209.18,C1824735113,741.73,0.0,M287692998,6687.02,9896.2,0,0
20,CASH_OUT,51.36,C5374501332,754.48,703.12,M205588150,35328.86,35380.22,0,0
440,PAYMENT,65.0,C2195044433,248.51,183.51,M533836875,211.33,276.33,0,0
211,CASH_OUT,1284.38,C5862864311,1323.68,39.3,M841013711,6906.49,8190.87,0,0
551,CASH_OUT,3291.48,C2859938531,24.29,0.0,M658933662,234.04,3525.52,0,0
435,CASH_IN,711.69,C2571492538,19.76,0.0,C7985253177,173.15,884.84,0,0
207,PAYMENT,7977.63,C7642016656,232.67,0.0,M377158792,1867.92,9845.55,0,0
439,PAYMENT,76.16,C6019359772,102.93,26.77,M988303184,3092.91,3169.07,0,0
666,PAYMENT,39.23,C1367886962,232.94,193.71,M954731517,1762.91,1802.14,0,0
42,TRANSFER,2157.06,C3063246982,472.77,0.0,C9966273914,607.8,2764.86,0,0
411,CASH_OUT,515.22,C8970076877,532.41,17.19,M880416801,653.79,1169.01,0,0
523,CASH_OUT,2022.95,C5959481105,8362.79,6339.84,M691585450,16.42,2039.37,0,0
610,PAYMENT,51.62,C6023507205,7573.82,7522.2,M359492626,551.76,603.38,0,0
427,CASH_OUT,166.26,C3293500714,1020.87,854.61,M321550627,12140.73,12306.99,0,0
275,PAYMENT,13168.36,C3685447864,156841.68,143673.32,M739241563,7369.66,20538.02,0,0
448,PAYMENT,269.88,C2804744267,341.57,71.69,M668044991,91.06,360.94,0,0
742,TRANSFER,6995.4,C5583555090,8785.64,1790.24,C4995740430,1861.97,8857.37,0,0
369,CASH_IN,1907.58,C1213859860,3882.15,1974.57,C6762881384,1415.38,3322.96,0,0
220,TRANSFER,227.94,C5859141970,636.98,409.04,C9783279722,28150.27,28378.21,0,0
577,CASH_OUT,6792.11,C6562512921,792.43,0.0,M418624212,4268.41,11060.52,0,0
232,CASH_IN,774.88,C5234375121,364.0,0.0,C5520304439,964.41,1739.29,0,0
328,CASH_OUT,414.49,C5479057796,7307.14,6892.65,M453842212,2326.67,2741.16,0,0
443,PAYMENT,343.87,C7662626385,24884.23,24540.36,M255455697,75.14,419.01,0,0
52,CASH_IN,970.35,C8015822592,1201.64,231.29,C8824362159,878.89,1849.24,0,0
376,CASH_OUT,42.24,C9822353021,10.29,0.0,M877432811,69036.84,69079.08,0,0
263,PAYMENT,2435.8,C7139138531,4296.16,1860.36,M417720965,494.29,2930.09,0,0
267,CASH_OUT,975.38,C2930233689,700.85,0.0,M191121546,162.42,1137.8,0,0
359,CASH_OUT,128.72,C3831873280,78.44,0.0,M958903012,10121.14,10249.86,0,0
317,TRANSFER,31.91,C8687013650,1323.75,1291.84,C8118806039,182.28,214.19,0,0
324,CASH_OUT,244.36,C9923137484,459.56,215.2,M376046084,43.42,287.78,0,0
666,CASH_OUT,665.37,C4438932593,70.73,0.0,M559653232,19654.83,20320.2,0,0
652,PAYMENT,551.12,C9784184098,630.73,79.61,M167046641,135.93,687.05,0,0
563,CASH_IN,544.37,C1168083539,37330.26,36785.89,C2310809757,353.83,898.2,0,0
629,CASH_OUT,1552.47,C7661023917,1563.12,10.65,M774445130,232.39,1784.86,0,0
421,PAYMENT,40.39,C6559412124,1169.52,1129.13,M862973715,49978.14,50018.53,0,0
46,CASH_IN,353.96,C7829856926,3350.33,2996.37,C4915114428,2.69,356.65,0,0
600,CASH_OUT,731.93,C3176145046,1975.58,1243.65,M278262415,1825.47,2557.4,0,0
720,CASH_OUT,1013.74,C3833253841,543.59,0.0,M670609639,17.55,1031.29,0,0
269,CASH_IN,2434.93,C5324793945,1785.8,0.0,C1343646715,6035.78,8470.71,0,0
601,PAYMENT,268.54,C8918675321,1353.3,1084.76,M124606760,105.98,374.52,0,0
381,CASH_IN,448.81,C6287768796,5.11,0.0,C9279825416,209.57,658.38,0,0
118,CASH_OUT,91.55,C7762339962,4117.58,4026.03,M410008404,220.08,311.63,0,0
566,TRANSFER,876.98,C3136741667,1227.12,350.14,C8803305597,522.3,1399.28,0,0
116,TRANSFER,70.75,C7089673605,4245.19,4174.44,C2563798449,39.1,109.85,0,0
630,CASH_OUT,1270.86,C1605957220,1045.55,0.0,M267363557,5920.5,7191.36,0,0
260,CASH_OUT,4282.46,C3468540033,456.26,0.0,M923177947,89.17,4371.63,0,0
75,TRANSFER,1029.23,C9074994283,101.07,0.0,C6719776664,142.92,1172.15,0,0
480,PAYMENT,5253.22,C2273318865,1640.8,0.0,M586029499,32.74,5285.96,0,0
305,PAYMENT,162.88,C2393766636,1624.27,1461.39,M953100210,5240.94,5403.82,0,0
7,PAYMENT,36.69,C3509019724,32029.54,31992.85,M511316207,260.27,296.96,0,0
366,CASH_IN,291.91,C9834938889,327.85,35.94,C7130305603,19305.37,19597.28,0,0
634,CASH_IN,118.15,C5280811420,16175.86,16057.71,C6724871586,0.19,118.34,0,0
523,CASH_OUT,150.38,C9117214720,7995.68,7845.3,M665443651,3098.26,3248.64,0,0
348,CASH_OUT,4.74,C2815743549,160.25,155.51,M485221226,20.74,25.48,0,0
438,CASH_IN,573.21,C1937610453,34.53,0.0,C7788868420,65.61,638.82,0,0
215,CASH_IN,421.16,C5132292202,13858.97,13437.81,C2013379071,400.3,821.46,0,0
429,PAYMENT,2177.96,C1780701554,3456.79,1278.83,M330010523,2141.09,4319.05,0,0
498,DEBIT,1219.5,C7555856463,8531.84,7312.34,M236614230,471304.91,472524.41,0,0
540,CASH_IN,284.1,C9964012690,1590.58,1306.48,C9384070229,62.66,346.76,0,0
367,CASH_OUT,2504.15,C3386611905,85.09,0.0,M405008764,76.84,2580.99,0,0
313,CASH_IN,2376.27,C4498608333,1720.49,0.0,C3630762960,83.09,2459.36,0,0
538,PAYMENT,152.33,C8752352489,5588.39,5436.06,M222745111,151.68,304.01,0,0
54,CASH_OUT,597.18,C7590240455,4.2,0.0,M475939427,5472.09,6069.27,0,0
541,CASH_OUT,8274.98,C1010065417,3638.57,0.0,M453004501,500.8,8775.78,0,0
467,CASH_IN,775.16,C8196547724,8702.29,7927.13,C4792248921,25391.69,26166.85,0,0
164,TRANSFER,77.92,C4948445026,11264.85,11186.93,C3012439988,12339.68,12417.6,0,0
334,CASH_OUT,42.74,C6155088487,3438.59,3395.85,M516646628,2322.52,2365.26,0,0
547,CASH_OUT,21.27,C5443066072,382.9,361.63,M980668754,170.59,191.86,0,0
348,PAYMENT,6.72,C4367324229,931.94,925.22,M235964754,4.43,11.15,0,0
273,CASH_IN,153.21,C5667641584,27.29,0.0,C3745956574,316.61,469.82,0,0
720,CASH_IN,284.54,C6358090480,15160.39,14875.85,C2972871257,60.76,345.3,0,0
414,PAYMENT,57.25,C8111724388,7936.36,7879.11,M169485030,345.46,402.71,0,0
500,PAYMENT,102.67,C4259841971,475.53,372.86,M723101559,182.83,285.5,0,0
93,CASH_OUT,59.85,C2177725341,4873.27,4813.42,M981327787,157.86,217.71,0,0
685,PAYMENT,17.12,C2744791983,5179.12,5162.0,M969145607,390.88,408.0,0,0
79,CASH_OUT,287.22,C6803643611,70.57,0.0,M356388605,5.11,292.33,0,0
622,CASH_IN,1536.68,C9609540797,177820.65,176283.97,C1530600185,115.11,1651.79,0,0
217,CASH_OUT,145.48,C2042598154,134.5,0.0,M572974873,9635.09,,0,0
358,PAYMENT,3913.56,C8368146937,5.47,0.0,M789443343,5020.67,8934.23,0,0
618,CASH_OUT,547.99,C9039899153,2998.08,2450.09,M106563439,383.91,931.9,0,0
507,PAYMENT,2406.72,C1793078133,2546.3,139.58,M900695849,6.37,2413.09,0,0
559,CASH_OUT,429.83,C1361757284,408.59,0.0,M177378080,190.58,620.41,0,0
181,CASH_OUT,1544.36,C1206333199,1853.9,309.54,M304109750,103.74,1648.1,0,0
576,CASH_OUT,24.0,C5880332862,154.23,130.23,M749208720,627.03,651.03,0,0
246,CASH_IN,2175.3,C3589720986,15.37,0.0,C3010948483,594.07,2769.37,0,0
244,PAYMENT,408.71,C3215625515,12560.12,12151.41,M475392320,1388.37,1797.08,0,0
506,CASH_IN,3625.88,C2785673936,2352.46,0.0,C7572892707,12.37,3638.25,0,0
422,PAYMENT,243.59,C1841563579,433.26,189.67,M101890797,3.66,247.25,0,0
320,PAYMENT,13139.7,C7904247334,86084.13,72944.43,M586318387,135.43,13275.13,0,0
87,PAYMENT,1173.12,C6545491518,524.56,0.0,M241594752,29.64,1202.76,0,0
217,TRANSFER,65.99,C7211396645,4823.81,4757.82,C2589141603,651.94,717.93,0,0
490,PAYMENT,3851.62,C8164023969,94.74,0.0,M545865765,476.13,4327.75,0,0
519,CASH_OUT,48.63,C2968098128,4.41,0.0,M446652538,17.8,66.43,0,0
278,TRANSFER,43.49,C1751088853,5096.0,5052.51,C7103812780,818.9,862.39,0,0
722,CASH_OUT,5310.99,C6752677041,4727.14,0.0,M152243605,2273.48,7584.47,0,0
169,CASH_IN,789.11,C4618935099,131464.55,130675.44,C7941391199,22436.34,23225.45,0,0
330,CASH_OUT,466.28,C7265852922,65.93,0.0,M179243997,23.66,489.94,0,0
650,PAYMENT,147.25,C5987612494,16.55,0.0,M543632909,242.3,389.55,0,0
441,CASH_OUT,2128.98,C9999480350,236.27,0.0,M519882542,90.73,2219.71,0,0
391,TRANSFER,234.28,C3071045991,4380.12,4145.84,C4924159824,46132.59,46366.87,0,0
496,PAYMENT,603.82,C1038634922,4.6,0.0,M402141042,4.98,608.8,0,0
381,CASH_OUT,42.33,C4541267528,1338.48,1296.15,M625536706,2623.78,2666.11,0,0
306,CASH_OUT,359.48,C9754759995,345.28,0.0,M647795938,144.56,504.04,0,0
742,PAYMENT,572.78,C9843465381,404.2,0.0,M764065053,32.39,605.17,0,0
673,CASH_IN,1174.53,C4162180641,122.36,0.0,C8246235809,244.76,1419.29,0,0
513,PAYMENT,792.79,C7463475805,17598.16,16805.37,M853469412,676.45,1469.24,0,0
188,CASH_OUT,207.04,C4362346963,20.37,0.0,M122727557,3.74,210.78,0,0
516,PAYMENT,712.98,C4297497414,11740.22,11027.24,M791996795,207.39,920.37,0,0
644,PAYMENT,2868.16,C5630296505,3675.95,807.79,M831872351,183.72,3051.88,0,0
427,CASH_OUT,20.73,C7272256395,331.79,311.06,M204355168,7.61,28.34,0,0
502,CASH_OUT,289.76,C7478925594,51675.51,51385.75,M953512130,3185.9,3475.66,0,0
730,CASH_IN,612.44,C9443055013,9.78,0.0,C2904248712,32.2,644.64,0,0
260,TRANSFER,63.78,C9547079318,13323.87,13260.09,C5311003647,9423.86,9487.64,0,0
513,CASH_OUT,2590.05,C4421754455,69.98,0.0,M362477904,94.73,2684.78,0,0
71,CASH_IN,1338.09,C7294620221,349.01,0.0,C1300612879,1.87,1339.96,0,0
478,CASH_OUT,2969.78,C1764506847,2389.6,0.0,M654863663,17415.9,20385.68,0,0
178,PAYMENT,30314.71,C3621530671,15001.91,0.0,M340848783,17.84,30332.55,0,0
457,PAYMENT,780.77,C1500566317,100.53,0.0,M638765082,88.59,869.36,0,0
189,CASH_OUT,228.99,C3723045432,4565.14,4336.15,M296862725,66.83,295.82,0,0
291,PAYMENT,2636.35,C8578740278,366.11,0.0,M375373670,102.04,2738.39,0,0
520,CASH_IN,124.47,C8025022723,129.59,5.12,C4165904889,600.56,725.03,0,0
292,TRANSFER,1020.7,C1013160341,17.97,0.0,C6814907177,7320.46,8341.16,0,0
635,CASH_OUT,3208.81,C9763678572,424.41,0.0,M540679492,2.59,3211.4,0,0
283,CASH_OUT,2131.08,C6628055840,44.69,0.0,M612550677,248.01,2379.09,0,0
544,TRANSFER,6732.42,C1382394648,51.63,0.0,C1657566306,5323.92,12056.34,0,0
377,CASH_OUT,233.59,C1925074449,324.59,91.0,M238816621,452.04,685.63,0,0
