step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud,hour_of_day,day_of_week,is_weekend,balance_diff_orig,balance_diff_dest,zero_balance_after,amount_to_balance,balance_mismatch,dest_type,is_extreme_amount,amount_capped,risk_score,risk_tier,type_encoded
508,PAYMENT,128.21,C1929830701,4.31,0.0,M250945541,464.59,592.8,0,0,4,0,0,4.31,128.21,1,24.145009,1,Merchant,0,128.21,60.0,High,1
731,PAYMENT,8874.07,C2388945535,37.67,0.0,M658459917,5.63,8879.7,0,0,11,2,0,37.67,8874.07,1,229.482027,1,Merchant,0,8874.07,60.0,High,1
601,PAYMENT,835.3,C1113850334,56.08,0.0,M852051474,44.22,879.52,0,0,1,4,0,56.08,835.3,1,14.633847,1,Merchant,0,835.3,60.0,High,1
72,CASH_IN,11407.36,C9204592637,26337.08,14929.72,C1078689527,83.52,11490.88,0,0,0,3,0,11407.36,11407.36,0,0.433113,0,Customer,0,11407.36,10.83,Low,2
247,PAYMENT,567.35,C5791970025,4603.1,4035.75,M998318364,17.18,584.53,0,0,7,3,0,567.35,567.35,0,0.123227,0,Merchant,0,567.35,3.08,Low,1
641,CASH_OUT,2028.08,C1616858982,162421.58,160393.5,M991115687,324.53,2352.61,0,0,17,5,1,2028.08,2028.08,0,0.012486,0,Merchant,0,2028.08,15.31,Low,0
724,CASH_OUT,3157.1,C5906645986,673.67,0.0,M907317750,2591.03,5748.13,0,0,4,2,0,673.67,3157.1,1,4.679473,1,Merchant,0,3157.1,75.0,High,0
608,CASH_OUT,229.81,C5073895260,43.06,0.0,M496726534,39858.68,40088.49,0,0,8,4,0,43.06,229.81,1,5.215842,1,Merchant,0,229.81,75.0,High,0
587,CASH_IN,806.04,C5347536287,1072.65,266.61,C8859248124,82.26,888.3,0,0,11,3,0,806.04,806.04,0,0.750747,0,Customer,0,806.04,18.77,Low,2
566,CASH_OUT,549.18,C6386069804,379.21,0.0,M693997381,86.28,635.46,0,0,14,2,0,379.21,549.18,1,1.444412,1,Merchant,0,549.18,75.0,High,0
344,CASH_IN,2131.64,C1666392469,3158.12,1026.48,C4602971212,4053.0,6184.64,0,0,8,0,0,2131.64,2131.64,0,0.674758,0,Customer,0,2131.64,16.87,Low,2
54,CASH_OUT,47.91,C1963850041,31.19,0.0,M128676807,80.2,128.11,0,0,6,2,0,31.19,47.91,1,1.48835,1,Merchant,0,47.91,75.0,High,0
730,CASH_IN,1342.47,C4213934134,1235.49,0.0,C6038151300,6659.48,8001.95,0,0,10,2,0,1235.49,1342.47,1,1.08571,1,Customer,0,1342.47,60.0,High,2
528,CASH_IN,2542.57,C5579946194,31876.08,29333.51,C5161874384,429.17,2971.74,0,0,0,1,0,2542.57,2542.57,0,0.079762,0,Customer,0,2542.57,1.99,Low,2
611,PAYMENT,102.95,C1943017610,33121.11,33018.16,M832248389,179.34,282.29,0,0,11,4,0,102.95,102.95,0,0.003108,0,Merchant,0,102.95,0.08,Low,1
532,PAYMENT,69.21,C5385392528,21475.64,21406.43,M493911928,228.59,297.8,0,0,4,1,0,69.21,69.21,0,0.003223,0,Merchant,0,69.21,0.08,Low,1
558,CASH_OUT,14.64,C9482732113,4349.96,4335.32,M729453748,32044.35,32058.99,0,0,6,2,0,14.64,14.64,0,0.003365,0,Merchant,0,14.64,15.08,Low,0
193,PAYMENT,25769.21,C6391779660,11501.49,0.0,M973021508,344.94,26114.15,0,0,1,1,0,11501.49,25769.21,1,2.240316,1,Merchant,0,25769.21,60.0,High,1
58,CASH_OUT,93.38,C4592890674,995.54,902.16,M171689066,16.87,110.25,0,0,10,2,0,93.38,93.38,0,0.093704,0,Merchant,0,93.38,17.34,Low,0
437,PAYMENT,6876.78,C1642325775,3139.17,0.0,M964834221,39728.3,46605.08,0,0,5,4,0,3139.17,6876.78,1,2.189939,1,Merchant,0,6876.78,60.0,High,1
111,CASH_IN,266.14,C5770304910,794.61,528.47,C9874305390,2887.27,3153.41,0,0,15,4,0,266.14,266.14,0,0.334511,0,Customer,0,266.14,8.36,Low,2
129,CASH_OUT,3627.92,C5305545485,279.45,0.0,M553257485,699.55,4327.47,0,0,9,5,1,279.45,3627.92,1,12.936067,1,Merchant,0,3627.92,75.0,High,0
706,CASH_IN,1289.33,C6610843339,2085.35,796.02,C4876491602,0.29,1289.62,0,0,10,1,0,1289.33,1289.33,0,0.617984,0,Customer,0,1289.33,15.45,Low,2
326,PAYMENT,27019.04,C9033113321,77041.74,50022.7,M243469123,81.03,27100.07,0,0,14,6,1,27019.04,27019.04,0,0.350702,0,Merchant,0,27019.04,8.77,Low,1
8,PAYMENT,7270.91,C7775018393,2201.6,0.0,M554419239,334.07,7604.98,0,0,8,0,0,2201.6,7270.91,1,3.301058,1,Merchant,0,7270.91,60.0,High,1
29,TRANSFER,617.82,C7386150509,3669.62,3051.8,C7575228409,15.03,632.85,0,0,5,1,0,617.82,617.82,0,0.168315,0,Customer,0,617.82,19.21,Low,3
112,PAYMENT,749.7,C6403814656,7656.93,6907.23,M267185340,122.67,872.37,0,0,16,4,0,749.7,749.7,0,0.097899,0,Merchant,0,749.7,2.45,Low,1
673,PAYMENT,1569.07,C2905109959,2456.14,887.07,M696874795,30.55,1599.62,0,0,1,0,0,1569.07,1569.07,0,0.638576,0,Merchant,0,1569.07,15.96,Low,1
131,CASH_IN,86043.59,C4561941469,632.47,0.0,C6702303016,879.54,86923.13,0,0,11,5,1,632.47,86043.59,1,135.82899,1,Customer,0,86043.59,60.0,High,2
188,TRANSFER,461.96,C7245721689,7725.1,7263.14,C6300712723,3256.14,3718.1,0,0,20,0,0,461.96,461.96,0,0.059792,0,Customer,0,461.96,16.49,Low,3
675,CASH_OUT,30.41,C2995077063,175.66,145.25,M587481934,2750.87,2781.28,0,0,3,0,0,30.41,30.41,0,0.172139,0,Merchant,0,30.41,19.3,Low,0
709,PAYMENT,658.15,C8496707095,20779.09,20120.94,M262901019,2711.54,3369.69,0,0,13,1,0,658.15,658.15,0,0.031672,0,Merchant,0,658.15,0.79,Low,1
475,PAYMENT,112.02,C1542046617,25599.05,25487.03,M160486731,76.98,189.0,0,0,19,5,1,112.02,112.02,0,0.004376,0,Merchant,0,112.02,0.11,Low,1
364,CASH_OUT,615.57,C7576865290,974.33,358.76,M908415158,29815.3,30430.87,0,0,4,1,0,615.57,615.57,0,0.63114,0,Merchant,0,615.57,30.78,Medium,0
204,CASH_OUT,4033.16,C3190973963,209.53,0.0,M114159139,787.74,4820.9,0,0,12,1,0,209.53,4033.16,1,19.157175,1,Merchant,0,4033.16,75.0,High,0
212,CASH_OUT,1105.62,C5353985419,227702.9,226597.28,M920740837,2.96,1108.58,0,0,20,1,0,1105.62,1105.62,0,0.004856,0,Merchant,0,1105.62,15.12,Low,0
621,PAYMENT,123.17,C2050938090,189.76,66.59,M257556092,1650.33,1773.5,0,0,21,4,0,123.17,123.17,0,0.64568,0,Merchant,0,123.17,16.14,Low,1
276,CASH_IN,268.87,C9375891325,524.88,256.01,C2495532326,52.57,321.44,0,0,12,4,0,268.87,268.87,0,0.511276,0,Customer,0,268.87,12.78,Low,2
73,CASH_IN,47.82,C6497205321,7.22,0.0,C6826533243,219.92,267.74,0,0,1,3,0,7.22,47.82,1,5.817518,1,Customer,0,47.82,60.0,High,2
679,PAYMENT,5173.3,C1053247628,34138.75,28965.45,M176209021,780.58,5953.88,0,0,7,0,0,5173.3,5173.3,0,0.151533,0,Merchant,0,5173.3,3.79,Low,1
243,CASH_OUT,2082.3,C7773210686,30.29,0.0,M762428816,1095.63,3177.93,0,0,3,3,0,30.29,2082.3,1,66.548418,1,Merchant,0,2082.3,75.0,High,0
102,CASH_OUT,45.76,C7473318823,3711.31,3665.55,M917806343,5769.72,5815.48,0,0,6,4,0,45.76,45.76,0,0.012327,0,Merchant,0,45.76,15.31,Low,0
685,PAYMENT,62445.0,C6152656620,2346.01,0.0,M790052965,662.16,63107.16,0,0,13,0,0,2346.01,62445.0,1,26.606193,1,Merchant,0,62445.0,60.0,High,1
171,PAYMENT,261.41,C5678085124,902.19,640.78,M330515980,11122.36,11383.77,0,0,3,0,0,261.41,261.41,0,0.28943,0,Merchant,0,261.41,7.24,Low,1
653,CASH_OUT,728.55,C5115118885,282.75,0.0,M350401223,144.44,872.99,0,0,5,6,1,282.75,728.55,1,2.567577,1,Merchant,0,728.55,75.0,High,0
188,PAYMENT,205.4,C9060281308,3299.76,3094.36,M897280055,5939.33,6144.73,0,0,20,0,0,205.4,205.4,0,0.062228,0,Merchant,0,205.4,1.56,Low,1
441,CASH_IN,934.66,C4753174984,85549.08,84614.42,C2446979507,16.04,950.7,0,0,9,4,0,934.66,934.66,0,0.010925,0,Customer,0,934.66,0.27,Low,2
86,CASH_IN,486.92,C8687521739,582.78,95.86,C9841659724,15.6,502.52,0,0,14,3,0,486.92,486.92,0,0.834081,0,Customer,0,486.92,20.85,Low,2
476,CASH_IN,24.65,C3721245296,17.48,0.0,C1363948797,1396.81,1421.46,0,0,20,5,1,17.48,24.65,1,1.333874,1,Customer,0,24.65,60.0,High,2
52,PAYMENT,4217.59,C9819410587,11.84,0.0,M434428568,19.33,4236.92,0,0,4,2,0,11.84,4217.59,1,328.472741,1,Merchant,0,4217.59,60.0,High,1
111,CASH_OUT,76.99,C8140064820,684.97,607.98,M194866506,3728.43,3805.42,0,0,15,4,0,76.99,76.99,0,0.112235,0,Merchant,0,76.99,17.81,Low,0
43,CASH_OUT,2525.57,C8502995551,350.38,0.0,M139084604,1094.95,3620.52,0,0,19,1,0,350.38,2525.57,1,7.187575,1,Merchant,0,2525.57,75.0,High,0
211,CASH_IN,253.73,C4973380183,714.89,461.16,C2615014828,5122.48,5376.21,0,0,19,1,0,253.73,253.73,0,0.354426,0,Customer,0,253.73,8.86,Low,2
200,CASH_IN,457.9,C8678556774,2241.85,1783.95,C7853472284,2358.68,2816.58,0,0,8,1,0,457.9,457.9,0,0.20416,0,Customer,0,457.9,5.1,Low,2
627,PAYMENT,1058.1,C2584981339,327.32,0.0,M556724235,6693.6,7751.7,0,0,3,5,1,327.32,1058.1,1,3.22277,1,Merchant,0,1058.1,60.0,High,1
26,CASH_OUT,530.88,C6859066853,1088545.83,1088014.95,M247426343,5954.03,6484.91,0,0,2,1,0,530.88,530.88,0,0.000488,0,Merchant,0,530.88,15.01,Low,0
299,PAYMENT,1785.84,C9452859142,2852.99,1067.15,M997220033,724.04,2509.88,0,0,11,5,1,1785.84,1785.84,0,0.625734,0,Merchant,0,1785.84,15.64,Low,1
77,CASH_OUT,97.87,C1332567671,10455.42,10357.55,M174847354,330.24,428.11,0,0,5,3,0,97.87,97.87,0,0.00936,0,Merchant,0,97.87,15.23,Low,0
137,CASH_OUT,3209.18,C1824735113,741.73,0.0,M287692998,6687.02,9896.2,0,0,17,5,1,741.73,3209.18,1,4.32079,1,Merchant,0,3209.18,75.0,High,0
20,CASH_OUT,51.36,C5374501332,754.48,703.12,M205588150,35328.86,35380.22,0,0,20,0,0,51.36,51.36,0,0.067983,0,Merchant,0,51.36,16.7,Low,0
440,PAYMENT,65.0,C2195044433,248.51,183.51,M533836875,211.33,276.33,0,0,8,4,0,65.0,65.0,0,0.260511,0,Merchant,0,65.0,6.51,Low,1
211,CASH_OUT,1284.38,C5862864311,1323.68,39.3,M841013711,6906.49,8190.87,0,0,19,1,0,1284.38,1284.38,0,0.969578,0,Merchant,0,1284.38,39.24,Medium,0
551,CASH_OUT,3291.48,C2859938531,24.29,0.0,M658933662,234.04,3525.52,0,0,23,1,0,24.29,3291.48,1,130.149466,1,Merchant,0,3291.48,75.0,High,0
435,CASH_IN,711.69,C2571492538,19.76,0.0,C7985253177,173.15,884.84,0,0,3,4,0,19.76,711.69,1,34.281792,1,Customer,0,711.69,60.0,High,2
207,PAYMENT,7977.63,C7642016656,232.67,0.0,M377158792,1867.92,9845.55,0,0,15,1,0,232.67,7977.63,1,34.140583,1,Merchant,0,7977.63,60.0,High,1
439,PAYMENT,76.16,C6019359772,102.93,26.77,M988303184,3092.91,3169.07,0,0,7,4,0,76.16,76.16,0,0.732801,0,Merchant,0,76.16,18.32,Low,1
666,PAYMENT,39.23,C1367886962,232.94,193.71,M954731517,1762.91,1802.14,0,0,18,6,1,39.23,39.23,0,0.167693,0,Merchant,0,39.23,4.19,Low,1
42,TRANSFER,2157.06,C3063246982,472.77,0.0,C9966273914,607.8,2764.86,0,0,18,1,0,472.77,2157.06,1,4.552969,1,Customer,0,2157.06,75.0,High,3
411,CASH_OUT,515.22,C8970076877,532.41,17.19,M880416801,653.79,1169.01,0,0,3,3,0,515.22,515.22,0,0.965899,0,Merchant,0,515.22,39.15,Medium,0
523,CASH_OUT,2022.95,C5959481105,8362.79,6339.84,M691585450,16.42,2039.37,0,0,19,0,0,2022.95,2022.95,0,0.24187,0,Merchant,0,2022.95,21.05,Low,0
610,PAYMENT,51.62,C6023507205,7573.82,7522.2,M359492626,551.76,603.38,0,0,10,4,0,51.62,51.62,0,0.006815,0,Merchant,0,51.62,0.17,Low,1
427,CASH_OUT,166.26,C3293500714,1020.87,854.61,M321550627,12140.73,12306.99,0,0,19,3,0,166.26,166.26,0,0.162702,0,Merchant,0,166.26,19.07,Low,0
275,PAYMENT,13168.36,C3685447864,156841.68,143673.32,M739241563,7369.66,20538.02,0,0,11,4,0,13168.36,13168.36,0,0.083959,0,Merchant,0,13168.36,2.1,Low,1
448,PAYMENT,269.88,C2804744267,341.57,71.69,M668044991,91.06,360.94,0,0,16,4,0,269.88,269.88,0,0.78781,0,Merchant,0,269.88,19.7,Low,1
742,TRANSFER,6995.4,C5583555090,8785.64,1790.24,C4995740430,1861.97,8857.37,0,0,22,2,0,6995.4,6995.4,0,0.796141,0,Customer,0,6995.4,34.9,Medium,3
369,CASH_IN,1907.58,C1213859860,3882.15,1974.57,C6762881384,1415.38,3322.96,0,0,9,1,0,1907.58,1907.58,0,0.491246,0,Customer,0,1907.58,12.28,Low,2
220,TRANSFER,227.94,C5859141970,636.98,409.04,C9783279722,28150.27,28378.21,0,0,4,2,0,227.94,227.94,0,0.357284,0,Customer,0,227.94,23.93,Low,3
577,CASH_OUT,6792.11,C6562512921,792.43,0.0,M418624212,4268.41,11060.52,0,0,1,3,0,792.43,6792.11,1,8.56044,1,Merchant,0,6792.11,75.0,High,0
232,CASH_IN,774.88,C5234375121,364.0,0.0,C5520304439,964.41,1739.29,0,0,16,2,0,364.0,774.88,1,2.122959,1,Customer,0,774.88,60.0,High,2
328,CASH_OUT,414.49,C5479057796,7307.14,6892.65,M453842212,2326.67,2741.16,0,0,16,6,1,414.49,414.49,0,0.056716,0,Merchant,0,414.49,16.42,Low,0
443,PAYMENT,343.87,C7662626385,24884.23,24540.36,M255455697,75.14,419.01,0,0,11,4,0,343.87,343.87,0,0.013818,0,Merchant,0,343.87,0.35,Low,1
52,CASH_IN,970.35,C8015822592,1201.64,231.29,C8824362159,878.89,1849.24,0,0,4,2,0,970.35,970.35,0,0.80685,0,Customer,0,970.35,20.17,Low,2
376,CASH_OUT,42.24,C9822353021,10.29,0.0,M877432811,69036.84,69079.08,0,0,16,1,0,10.29,42.24,1,3.741364,1,Merchant,0,42.24,75.0,High,0
263,PAYMENT,2435.8,C7139138531,4296.16,1860.36,M417720965,494.29,2930.09,0,0,23,3,0,2435.8,2435.8,0,0.566839,0,Merchant,0,2435.8,14.17,Low,1
267,CASH_OUT,975.38,C2930233689,700.85,0.0,M191121546,162.42,1137.8,0,0,3,4,0,700.85,975.38,1,1.389727,1,Merchant,0,975.38,75.0,High,0
359,CASH_OUT,128.72,C3831873280,78.44,0.0,M958903012,10121.14,10249.86,0,0,23,0,0,78.44,128.72,1,1.620342,1,Merchant,0,128.72,75.0,High,0
317,TRANSFER,31.91,C8687013650,1323.75,1291.84,C8118806039,182.28,214.19,0,0,5,6,1,31.91,31.91,0,0.024088,0,Customer,0,31.91,15.6,Low,3
324,CASH_OUT,244.36,C9923137484,459.56,215.2,M376046084,43.42,287.78,0,0,12,6,1,244.36,244.36,0,0.530571,0,Merchant,0,244.36,28.26,Medium,0
666,CASH_OUT,665.37,C4438932593,70.73,0.0,M559653232,19654.83,20320.2,0,0,18,6,1,70.73,665.37,1,9.276035,1,Merchant,0,665.37,75.0,High,0
652,PAYMENT,551.12,C9784184098,630.73,79.61,M167046641,135.93,687.05,0,0,4,6,1,551.12,551.12,0,0.872398,0,Merchant,0,551.12,21.81,Low,1
563,CASH_IN,544.37,C1168083539,37330.26,36785.89,C2310809757,353.83,898.2,0,0,11,2,0,544.37,544.37,0,0.014582,0,Customer,0,544.37,0.36,Low,2
629,CASH_OUT,1552.47,C7661023917,1563.12,10.65,M774445130,232.39,1784.86,0,0,5,5,1,1552.47,1552.47,0,0.992552,0,Merchant,0,1552.47,39.81,Medium,0
421,PAYMENT,40.39,C6559412124,1169.52,1129.13,M862973715,49978.14,50018.53,0,0,13,3,0,40.39,40.39,0,0.034506,0,Merchant,0,40.39,0.86,Low,1
46,CASH_IN,353.96,C7829856926,3350.33,2996.37,C4915114428,2.69,356.65,0,0,22,1,0,353.96,353.96,0,0.105618,0,Customer,0,353.96,2.64,Low,2
600,CASH_OUT,731.93,C3176145046,1975.58,1243.65,M278262415,1825.47,2557.4,0,0,0,4,0,731.93,731.93,0,0.370301,0,Merchant,0,731.93,24.26,Low,0
720,CASH_OUT,1013.74,C3833253841,543.59,0.0,M670609639,17.55,1031.29,0,0,0,2,0,543.59,1013.74,1,1.861474,1,Merchant,0,1013.74,75.0,High,0
269,CASH_IN,2434.93,C5324793945,1785.8,0.0,C1343646715,6035.78,8470.71,0,0,5,4,0,1785.8,2434.93,1,1.362732,1,Customer,0,2434.93,60.0,High,2
601,PAYMENT,268.54,C8918675321,1353.3,1084.76,M124606760,105.98,374.52,0,0,1,4,0,268.54,268.54,0,0.198287,0,Merchant,0,268.54,4.96,Low,1
381,CASH_IN,448.81,C6287768796,5.11,0.0,C9279825416,209.57,658.38,0,0,21,1,0,5.11,448.81,1,73.454992,1,Customer,0,448.81,60.0,High,2
118,CASH_OUT,91.55,C7762339962,4117.58,4026.03,M410008404,220.08,311.63,0,0,22,4,0,91.55,91.55,0,0.022229,0,Merchant,0,91.55,15.56,Low,0
566,TRANSFER,876.98,C3136741667,1227.12,350.14,C8803305597,522.3,1399.28,0,0,14,2,0,876.98,876.98,0,0.714083,0,Customer,0,876.98,32.85,Medium,3
116,TRANSFER,70.75,C7089673605,4245.19,4174.44,C2563798449,39.1,109.85,0,0,20,4,0,70.75,70.75,0,0.016662,0,Customer,0,70.75,15.42,Low,3
630,CASH_OUT,1270.86,C1605957220,1045.55,0.0,M267363557,5920.5,7191.36,0,0,6,5,1,1045.55,1270.86,1,1.214333,1,Merchant,0,1270.86,75.0,High,0
260,CASH_OUT,4282.46,C3468540033,456.26,0.0,M923177947,89.17,4371.63,0,0,20,3,0,456.26,4282.46,1,9.365481,1,Merchant,0,4282.46,75.0,High,0
75,TRANSFER,1029.23,C9074994283,101.07,0.0,C6719776664,142.92,1172.15,0,0,3,3,0,101.07,1029.23,1,10.08357,1,Customer,0,1029.23,75.0,High,3
480,PAYMENT,5253.22,C2273318865,1640.8,0.0,M586029499,32.74,5285.96,0,0,0,6,1,1640.8,5253.22,1,3.199671,1,Merchant,0,5253.22,60.0,High,1
305,PAYMENT,162.88,C2393766636,1624.27,1461.39,M953100210,5240.94,5403.82,0,0,17,5,1,162.88,162.88,0,0.100217,0,Merchant,0,162.88,2.51,Low,1
7,PAYMENT,36.69,C3509019724,32029.54,31992.85,M511316207,260.27,296.96,0,0,7,0,0,36.69,36.69,0,0.001145,0,Merchant,0,36.69,0.03,Low,1
366,CASH_IN,291.91,C9834938889,327.85,35.94,C7130305603,19305.37,19597.28,0,0,6,1,0,291.91,291.91,0,0.887669,0,Customer,0,291.91,22.19,Low,2
634,CASH_IN,118.15,C5280811420,16175.86,16057.71,C6724871586,0.19,118.34,0,0,10,5,1,118.15,118.15,0,0.007304,0,Customer,0,118.15,0.18,Low,2
523,CASH_OUT,150.38,C9117214720,7995.68,7845.3,M665443651,3098.26,3248.64,0,0,19,0,0,150.38,150.38,0,0.018805,0,Merchant,0,150.38,15.47,Low,0
348,CASH_OUT,4.74,C2815743549,160.25,155.51,M485221226,20.74,25.48,0,0,12,0,0,4.74,4.74,0,0.029395,0,Merchant,0,4.74,15.73,Low,0
438,CASH_IN,573.21,C1937610453,34.53,0.0,C7788868420,65.61,638.82,0,0,6,4,0,34.53,573.21,1,16.133127,1,Customer,0,573.21,60.0,High,2
215,CASH_IN,421.16,C5132292202,13858.97,13437.81,C2013379071,400.3,821.46,0,0,23,1,0,421.16,421.16,0,0.030387,0,Customer,0,421.16,0.76,Low,2
429,PAYMENT,2177.96,C1780701554,3456.79,1278.83,M330010523,2141.09,4319.05,0,0,21,3,0,2177.96,2177.96,0,0.629871,0,Merchant,0,2177.96,15.75,Low,1
498,DEBIT,1219.5,C7555856463,8531.84,7312.34,M236614230,471304.91,472524.41,0,0,18,6,1,1219.5,1219.5,0,0.142918,0,Merchant,0,1219.5,3.57,Low,4
540,CASH_IN,284.1,C9964012690,1590.58,1306.48,C9384070229,62.66,346.76,0,0,12,1,0,284.1,284.1,0,0.178502,0,Customer,0,284.1,4.46,Low,2
367,CASH_OUT,2504.15,C3386611905,85.09,0.0,M405008764,76.84,2580.99,0,0,7,1,0,85.09,2504.15,1,29.087583,1,Merchant,0,2504.15,75.0,High,0
313,CASH_IN,2376.27,C4498608333,1720.49,0.0,C3630762960,83.09,2459.36,0,0,1,6,1,1720.49,2376.27,1,1.380357,1,Customer,0,2376.27,60.0,High,2
538,PAYMENT,152.33,C8752352489,5588.39,5436.06,M222745111,151.68,304.01,0,0,10,1,0,152.33,152.33,0,0.027253,0,Merchant,0,152.33,0.68,Low,1
54,CASH_OUT,597.18,C7590240455,4.2,0.0,M475939427,5472.09,6069.27,0,0,6,2,0,4.2,597.18,1,114.842308,1,Merchant,0,597.18,75.0,High,0
541,CASH_OUT,8274.98,C1010065417,3638.57,0.0,M453004501,500.8,8775.78,0,0,13,1,0,3638.57,8274.98,1,2.273615,1,Merchant,0,8274.98,75.0,High,0
467,CASH_IN,775.16,C8196547724,8702.29,7927.13,C4792248921,25391.69,26166.85,0,0,11,5,1,775.16,775.16,0,0.089065,0,Customer,0,775.16,2.23,Low,2
164,TRANSFER,77.92,C4948445026,11264.85,11186.93,C3012439988,12339.68,12417.6,0,0,20,6,1,77.92,77.92,0,0.006916,0,Customer,0,77.92,15.17,Low,3
334,CASH_OUT,42.74,C6155088487,3438.59,3395.85,M516646628,2322.52,2365.26,0,0,22,6,1,42.74,42.74,0,0.012426,0,Merchant,0,42.74,15.31,Low,0
547,CASH_OUT,21.27,C5443066072,382.9,361.63,M980668754,170.59,191.86,0,0,19,1,0,21.27,21.27,0,0.055405,0,Merchant,0,21.27,16.39,Low,0
348,PAYMENT,6.72,C4367324229,931.94,925.22,M235964754,4.43,11.15,0,0,12,0,0,6.72,6.72,0,0.007203,0,Merchant,0,6.72,0.18,Low,1
273,CASH_IN,153.21,C5667641584,27.29,0.0,C3745956574,316.61,469.82,0,0,9,4,0,27.29,153.21,1,5.415695,1,Customer,0,153.21,60.0,High,2
720,CASH_IN,284.54,C6358090480,15160.39,14875.85,C2972871257,60.76,345.3,0,0,0,2,0,284.54,284.54,0,0.018767,0,Customer,0,284.54,0.47,Low,2
414,PAYMENT,57.25,C8111724388,7936.36,7879.11,M169485030,345.46,402.71,0,0,6,3,0,57.25,57.25,0,0.007213,0,Merchant,0,57.25,0.18,Low,1
500,PAYMENT,102.67,C4259841971,475.53,372.86,M723101559,182.83,285.5,0,0,20,6,1,102.67,102.67,0,0.215453,0,Merchant,0,102.67,5.39,Low,1
93,CASH_OUT,59.85,C2177725341,4873.27,4813.42,M981327787,157.86,217.71,0,0,21,3,0,59.85,59.85,0,0.012279,0,Merchant,0,59.85,15.31,Low,0
685,PAYMENT,17.12,C2744791983,5179.12,5162.0,M969145607,390.88,408.0,0,0,13,0,0,17.12,17.12,0,0.003305,0,Merchant,0,17.12,0.08,Low,1
79,CASH_OUT,287.22,C6803643611,70.57,0.0,M356388605,5.11,292.33,0,0,7,3,0,70.57,287.22,1,4.013134,1,Merchant,0,287.22,75.0,High,0
622,CASH_IN,1536.68,C9609540797,177820.65,176283.97,C1530600185,115.11,1651.79,0,0,22,4,0,1536.68,1536.68,0,0.008642,0,Customer,0,1536.68,0.22,Low,2
217,CASH_OUT,145.48,C2042598154,134.5,0.0,M572974873,9635.09,0.0,0,0,1,2,0,134.5,-9635.09,1,1.073653,1,Merchant,0,145.48,75.0,High,0
358,PAYMENT,3913.56,C8368146937,5.47,0.0,M789443343,5020.67,8934.23,0,0,22,0,0,5.47,3913.56,1,604.877898,1,Merchant,0,3913.56,60.0,High,1
618,CASH_OUT,547.99,C9039899153,2998.08,2450.09,M106563439,383.91,931.9,0,0,18,4,0,547.99,547.99,0,0.182719,0,Merchant,0,547.99,19.57,Low,0
507,PAYMENT,2406.72,C1793078133,2546.3,139.58,M900695849,6.37,2413.09,0,0,3,0,0,2406.72,2406.72,0,0.944812,0,Merchant,0,2406.72,23.62,Low,1
559,CASH_OUT,429.83,C1361757284,408.59,0.0,M177378080,190.58,620.41,0,0,7,2,0,408.59,429.83,1,1.049415,1,Merchant,0,429.83,75.0,High,0
181,CASH_OUT,1544.36,C1206333199,1853.9,309.54,M304109750,103.74,1648.1,0,0,13,0,0,1544.36,1544.36,0,0.832584,0,Merchant,0,1544.36,35.81,Medium,0
576,CASH_OUT,24.0,C5880332862,154.23,130.23,M749208720,627.03,651.03,0,0,0,3,0,24.0,24.0,0,0.154609,0,Merchant,0,24.0,18.87,Low,0
246,CASH_IN,2175.3,C3589720986,15.37,0.0,C3010948483,594.07,2769.37,0,0,6,3,0,15.37,2175.3,1,132.883323,1,Customer,0,2175.3,60.0,High,2
244,PAYMENT,408.71,C3215625515,12560.12,12151.41,M475392320,1388.37,1797.08,0,0,4,3,0,408.71,408.71,0,0.032538,0,Merchant,0,408.71,0.81,Low,1
506,CASH_IN,3625.88,C2785673936,2352.46,0.0,C7572892707,12.37,3638.25,0,0,2,0,0,2352.46,3625.88,1,1.540659,1,Customer,0,3625.88,60.0,High,2
422,PAYMENT,243.59,C1841563579,433.26,189.67,M101890797,3.66,247.25,0,0,14,3,0,243.59,243.59,0,0.560931,0,Merchant,0,243.59,14.02,Low,1
320,PAYMENT,13139.7,C7904247334,86084.13,72944.43,M586318387,135.43,13275.13,0,0,8,6,1,13139.7,13139.7,0,0.152636,0,Merchant,0,13139.7,3.82,Low,1
87,PAYMENT,1173.12,C6545491518,524.56,0.0,M241594752,29.64,1202.76,0,0,15,3,0,524.56,1173.12,1,2.232133,1,Merchant,0,1173.12,60.0,High,1
217,TRANSFER,65.99,C7211396645,4823.81,4757.82,C2589141603,651.94,717.93,0,0,1,2,0,65.99,65.99,0,0.013677,0,Customer,0,65.99,15.34,Low,3
490,PAYMENT,3851.62,C8164023969,94.74,0.0,M545865765,476.13,4327.75,0,0,10,6,1,94.74,3851.62,1,40.229998,1,Merchant,0,3851.62,60.0,High,1
519,CASH_OUT,48.63,C2968098128,4.41,0.0,M446652538,17.8,66.43,0,0,15,0,0,4.41,48.63,1,8.988909,1,Merchant,0,48.63,75.0,High,0
278,TRANSFER,43.49,C1751088853,5096.0,5052.51,C7103812780,818.9,862.39,0,0,14,4,0,43.49,43.49,0,0.008532,0,Customer,0,43.49,15.21,Low,3
722,CASH_OUT,5310.99,C6752677041,4727.14,0.0,M152243605,2273.48,7584.47,0,0,2,2,0,4727.14,5310.99,1,1.123273,1,Merchant,0,5310.99,75.0,High,0
